image;row_idx;row_ratio;text;label
X51006388066.jpg;17;0.708;Tender;1
X51006733494.jpg;0;0.0;Kedai Uhat Dan Runcit CHONG HWA;0
X51007339097.jpg;15;0.517;Round Adj 0.00;0
X51006414636.jpg;31;0.408;Anount;0
X51007103692.jpg;4;0.154;KAWASAN PERINDUSTRIAN BALAKONG,;0
X51008123580.jpg;0;0.0;MR. D.I.Y. (M) SDN BHD;0
X51006556656.jpg;8;0.235;MAKASSAR FRESH MARKET SDN BHD;0
X51006329402.jpg;1;0.045;Goods Sold Ar:. Not Returnable. TO;0
X51008099102.jpg;7;0.194;Table 9;0
X51006557508.jpg;27;0.794;E.&.0.E.;0
X51005719873.jpg;32;0.889;Sign up for a Tealive UniTea Card;0
X51008164524.jpg;1;0.043;(CO.REG : 860671-D);0
X51006311758.jpg;16;0.457;LGG PORE TIGHTENING COOLING PA3Og [SR];1
X51008114321.jpg;21;0.875;03/06/18 00:23 34001 01 5093 868;0
X51005568913.jpg;0;0.0;IKANO HANDEL SDN BHD;1
X51005719896.jpg;27;0.964;24 NOVEMBER 2017 - 4 MARCH 2018;0
X51006620414.jpg;2;0.054;(894996-D);0
X51006414733.jpg;0;0.0;AEON CO. (M) BHD (126926-H);0
X51008164997.jpg;24;0.727;148.50;0
X51006913074.jpg;12;0.188;Orcer : 1131 BY :WEB 30503;0
X51005453801.jpg;14;0.56;6.0080XS X 17.00 102.00 SR;0
X51007231361.jpg;59;0.908;ZR 0%;0
X51007339136.jpg;39;1.0;Follow us in Facebook : Sanyu.Stationery;0
X51006329399.jpg;0;0.0;LIVE9 PHARHACY SDN BHD;0
X51005301667.jpg;13;0.241;Code : 300-E0009;0
X51006555072.jpg;22;0.88;Customer Copy;0
X51007339152.jpg;11;0.379;1 X 4.5000 4.50 SR;0
X51006008074.jpg;4;0.148;TEL 03-55250588;0
X51007339118.jpg;1;0.034;NO. 31G&33G, JALAN SETIA INDAH X ,U13/X;0
X51006466778.jpg;4;0.222;bakery 000965911·p;0
X51005433533.jpg;25;0.51;"SR: 2"" LAMBWOOL YANDA ROLLER REFIL - 20 PCS";1
X51007339651.jpg;30;0.882;THANE YOU FOR CHOOSING US.;0
X51005444037.jpg;1;0.024;PERI-PERI CHICKEN;1
X51006414713.jpg;63;0.768;Payment Details $;0
X51008142032.jpg;13;0.382;0 15.00 SR;0
X51006620189.jpg;22;0.667;706 BINTANG TEPUNG JAGUNG 4 RM1.35 s;0
X51009453804.jpg;21;0.875;SR@A 11.32 068;0
X51005605284.jpg;5;0.172;03-41318972;0
X51005433552.jpg;2;0.077;JALAN PERMAS UTARA 1.;0
X51005757248.jpg;1;0.031;3rd Flr, aeon taman MalurI Sc;0
X51006556732.jpg;27;0.844;The recipient of Gardenia's products is;0
X51005806679.jpg;54;0.947;6 353.00 21.18;0
X51006414431.jpg;15;0.234;Tampoi, 81200 Johor Bahru,Johor;0
X51005361883.jpg;27;0.818;SR 6.00 4.60;0
X51006912974.jpg;42;0.656;BAR WANG RICE@PERMAS JAYA;0
X51006714065.jpg;3;0.136;TEL : 03-87238214  FAX : 03-87230508;0
X51005337872.jpg;17;0.68;TEA(HOT);1
X51007231374.jpg;23;0.365;ì;0
X51006555570.jpg;6;0.154;47500 SUBANG JAYA, SELANGOR;0
X51006913068.jpg;27;0.458;1 L FiletOFish;1
X51006387971.jpg;4;0.174;1313-SUBAN6 BESTARI;0
X51005433541.jpg;10;0.4;SR I00100000006- Pork;1
X51005806679.jpg;37;0.649;1 22.00 23.32 33.32 S.R;0
X51006557170.jpg;8;0.258;MAKASSAR FRESH MARKET SDN BHD;0
X51006008073.jpg;2;0.083;NO 18, 20, 22, JALAN BUNGA TANJONG 2/16.;0
X51006414638.jpg;23;0.324;1 1.10 SR;0
X51006414733.jpg;64;0.81;50.13 3.01;0
X51005442338.jpg;13;0.419;1 VEGETABLES 8.00 ZRL;1
X51005711453.jpg;3;0.12;formerly known as;0
X51007339657.jpg;16;0.444;"1/2"" PVC BIB TAP ??";1
X51006619698.jpg;3;0.136;KAWASAN PERINDUSTRIAN BALAKONG,;0
X51008145504.jpg;21;0.808;Received 150.00;0
X51006913054.jpg;18;0.305;ITEM: 2;0
X51005745249.jpg;1;0.034;Subway#42210-0 Phone 03-78870693;0
X51006554833.jpg;16;0.5;03022 14.00 14.00 S;0
X51006555817.jpg;12;0.364;VEOS: Ridzuan(11900);0
X51005712038.jpg;20;0.645;Qty 6 Spec.Disc 0.00;0
X51005745190.jpg;16;0.39;12/02/2018 11:34;0
X51005719856.jpg;3;0.115;City. No1 Medan Syed Putra Utara Kuala;0
X51005676541.jpg;3;0.091;SETAPAK,;0
X51005745190.jpg;30;0.732;QUANTITY : 10 Units 367-10;0
X51006329399.jpg;8;0.242;RECBIFT #: CS0016842D DATE: 31/03/3017;0
X51007103578.jpg;0;0.0;MR. D.I.Y. (M) SDN BHD;0
X51005587254.jpg;24;0.686;1;0
X51006327978.jpg;15;0.536;51580020 CAP LANG JAGUNG MANIS 425GM;1
X51005745190.jpg;29;0.707;9554100157801 1 7.90 SR;0
X51005230617.jpg;2;0.061;(65351-M);0
X51006679216.jpg;1;0.027;FTOF NOODLE HOUSE;1
X51008164999.jpg;1;0.03;(1120908-M);0
X51005605285.jpg;22;0.846;0305215 DIANA BINTI JASMAN;0
X51006387812.jpg;18;0.6;S 4.71 3 9,80 0.28 4.95;0
X51006619561.jpg;37;0.822;8.70;0
X51007339113.jpg;2;0.067;40170 SETIA ALAM;0
X51005268262.jpg;12;0.462;RM Code;0
X51005442344.jpg;18;0.581;"1/8-3/4"" 12PCS HOLLOW PUNCH SET 68 1o";1
X51007339642.jpg;15;0.441;079567600084 1 14.00 14,00 s;0
X51005447833.jpg;17;0.708;Points Awarded: 39;0
X51005676547.jpg;25;0.926;SR 9 ·12.00 0.72;0
X51005447839.jpg;15;0.556;1 16.00 0.00;0
X51005663293.jpg;18;0.5;Rendang Chicken Rice;1
X51007231336.jpg;37;0.578;$0.00;0
X51007339115.jpg;4;0.133;Tel: +603-3362 4137;0
X00016469620.jpg;13;0.433;9066468 1 X 8.02 8.02;0
X51007339094.jpg;2;0.067;40170 SETIA ALAM;0
X51007846412.jpg;69;0.863;assistance OR drop us an email. ;0
X51005757243.jpg;7;0.28;Tel : 03-80709188 / 80757830;0
X51005757201.jpg;5;0.098;SHOPPING HOURS;0
X51007339151.jpg;14;0.467;Discount 0.00;0
X51006857071.jpg;12;0.414;NAME CARD;0
X51008114216.jpg;2;0.091;LOT 1851-A & 1851-B, JALAN KPB 6,;0
X51007339166.jpg;22;0.667;INV NO: CS-SA-0128324;0
X51007846410.jpg;37;0.544;Service Charge  0.00;0
X51007846357.jpg;33;0.508;*RUNCIT;0
X51005719917.jpg;4;0.095;D-08, M Avenue , Jln 1 / 38A;0
X51008099083.jpg;28;0.875;Amount(RM);0
X51005745214.jpg;21;1.0;Keep the invoice for applicable returns;0
X51006619765.jpg;11;0.229;9032550 1 X 14.90 14.90;0
X51005663311.jpg;4;0.143;Tel & Fax No : 03-6258 7191;0
X51007846305.jpg;40;0.488;18.90SR;0
X51005712038.jpg;8;0.258;005002(BATANGKALI-2) 8;1
X51006414519.jpg;9;0.141;Company No: JM0632980-V;0
X51006327976.jpg;0;0.0;PREMIO;0
X51005663279.jpg;13;0.464;1971 1 148.40 148.40 SR;0
X51006414711.jpg;29;0.414;14.80 45.70;0
X51006867435.jpg;10;0.37;IUIAL (GSI INCL) 2.28;0
X51006557185.jpg;3;0.088;Tel:03-55423228 Fax503-55423213;0
X51007339136.jpg;37;0.949;PURCHASE DATE FOR I.T PRODUCT WARRANTY;0
X51005303661.jpg;11;0.262;Bill Start: 20/12/2017 07:10:35 PM;0
X51007339150.jpg;23;0.767;Goods sold are not Returnable & Refundable;0
X51005719914.jpg;11;0.256;CORD TIE 3PCS S*;1
X51006620414.jpg;3;0.081;Lot NO : 20, Level UG1, Publika Solaris;0
X51008114321.jpg;1;0.042;Company No: MA0057302-M;0
X51006388064.jpg;9;0.3;CB# : 59581331715 14/May/2017 02:56:39;0
X51008145450.jpg;16;0.615;NNO BEH TEH SAW 8PCS @8.00 16.00 SR;1
X51007339639.jpg;3;0.086;ALAMT SDN BIID;0
X51006311780.jpg;30;0.75;Item(s) : 7 Qty(s.) : 8;0
X51007846357.jpg;45;0.692;RMO.00;0
X51006882603.jpg;17;0.425;"PLIERS 6"" 110G 120PCS(PELAYAR";1
X51005705722.jpg;16;0.533;SR: HAGER TIMER, 24HRS POWER RESERVE;1
X51006414712.jpg;18;0.228;Order Time : 13:19:29;0
X51006619709.jpg;3;0.067;KAWASAN PERINDUSTRIAN BALAKONG,;0
X51005719899.jpg;4;0.19;MC #01;0
X51006327978.jpg;14;0.5;1 58.00 58.00 SR;0
X51006387953.jpg;8;0.364;POSTE;0
X51005268262.jpg;23;0.885;SR @ 6% 15.00 0.90;0
X51007339126.jpg;13;0.406;2.9100-0007 CUTTING CHARGES;1
X51007846269.jpg;8;0.129;UNIHAKKA INTERNATIONAL SDN BHD $;0
X51007339098.jpg;1;0.034;NO. 31G&33G, JALAN SETIA INDAH X ,U13/X;0
X51006882603.jpg;40;1.0;Again;0
X51005806702.jpg;13;0.565;ROYAL GOLD LUXURIOUS KITCHEN TOWEL;1
X51005724627.jpg;18;0.562;101756 10 16.50 17.49 174.90 SR;0
X51005200938.jpg;1;0.026;GOODS SOLD ARE NOT RETURNABLE.;0
X51006913074.jpg;21;0.328;x;0
X51008123451.jpg;12;0.545;Item Name Qty Unit Price Amount;0
X51006882603.jpg;16;0.4;65045039@2.33 1 2.33;0
X51005676543.jpg;2;0.069;NO 290, JALAN AIR PANAS,;0
X51006619496.jpg;16;0.64;@2 X RM 2.99;0
X51005715010.jpg;24;0.857;Opening_Ba lance 2264;0
X51005255805.jpg;0;0.0;SAM SAM TRADING CO;0
X51006328919.jpg;10;0.5;PRINTED: 10/02/2017 01:09:47 PM RM;0
X51007339135.jpg;21;0.724;INV NO: CS-SA-0122588 Date: 06/11/2017;0
X51006912960.jpg;34;0.756;v;0
X51007339120.jpg;13;0.406;"3.5""x6""";0
X51006713996.jpg;5;0.172;TEL: 603-90213004 FAX: 603-90213004;0
X51005711456.jpg;18;0.474;1 x 19.80 19.80 SR;0
X51005685355.jpg;7;0.25;NVOICE # 1-161696;0
X51006557199.jpg;30;0.882;required to make necessary adjustnents to its;0
X51006387740.jpg;4;0.154;TEL : 03-77271129 FAX 03-77278929;0
X51006393377.jpg;20;0.625;371 BIN BIN RICE CRACKER 15 RM11.90 s;1
X51006557164.jpg;3;0.091;Tel:03-55423228 Fax:03-55423213;0
X51005447861.jpg;20;0.556;Member Discount -2.09;0
X51006387813.jpg;1;0.025;TOKYO KITCHEN SDN BHD;0
X51006387932.jpg;2;0.091;SECTION U6, 40150 SHAH ALAM.;0
X00016469623.jpg;12;0.364;WA44-A - 12;0
X51006557188.jpg;20;0.588;CR-CHOCLT 0.72 0 3 0 3 -2.16;1
X51006557213.jpg;17;0.531;O.C JUMEO 2.97 5 0 0 5 14.85;1
X51005568913.jpg;10;0.435;Time:1:12;0
X51006557178.jpg;12;0.375;VE0S: Ridzuan (11900);0
X51006556732.jpg;17;0.531;O.C JUMBO 2.97 3 1 0 2. 5.94;1
X51006620189.jpg;7;0.212;10:12AM 560272 11-05-16;0
X51006414713.jpg;9;0.11;81100 Johor Bahru, Johor.;0
X51008099102.jpg;3;0.083;JLN TEMENGGUNG 13/9,;0
X51005365179.jpg;1;0.04;(481500-M);0
X51006913054.jpg;5;0.085;Tel:016-7780546;0
X51008123586.jpg;13;0.565;1 4.50 0.00 4.50 SR;0
X51005306399.jpg;17;0.708;Points Awarded 35;0
X51007339643.jpg;31;0.912;PLS PROVIDE ORIGINAL BILL FOR GOODS;0
X51006388069.jpg;21;0.568;0.434 x 39.90 17.32 Z;0
X51006867435.jpg;19;0.704;Goods sold are non-retundable.;0
X51006008086.jpg;4;0.133;No 8, Jalan 7/118B, Desa Tun Razak;0
X51006414485.jpg;15;0.227;Tampoi, 81200 Johor Bahru, Johor;0
X51005442338.jpg;3;0.097;81750 PLENTONG, JOHOR.;0
X51006008086.jpg;11;0.367;PB SHT/P 1IH A4 50'S 15.90 T;0
X51005717526.jpg;13;0.419;INV#001881904569068;0
X51006555784.jpg;7;0.226;VE0514 Date: 30/08/2017;0
X51008114262.jpg;9;0.45;E8 X RM 16.85;0
X51005268472.jpg;29;0.547;MINUTE MAID PULPY [OREN] [350ML];1
X51007846391.jpg;49;0.754;Like and Follow Us on Facebook!;0
X51007339113.jpg;21;0.7;SR @ 6% 5.47 0.33;0
X51006619561.jpg;2;0.044;52100 Kepong, KL;0
X51006441473.jpg;25;0.714;At Guardian;0
X51005568914.jpg;25;1.0;620000011000140428*;0
X51005719896.jpg;20;0.714;"%0 159 :Z 00""0 00'0";0
X51006619777.jpg;8;0.421;8019 MARIGOLD HL MILK 1L RM13.58 s;1
X51007225417.jpg;4;0.133;Ara Damansara, 47301;0
X51006414599.jpg;13;0.186;TEL : 07-364 3785;0
X51006414675.jpg;58;0.817;We are compliant to the PDpA 2o10.;0
X51006556646.jpg;8;0.242;MAKASSAR FRESH MARKET SDN BHD;0
X51006414703.jpg;23;0.434;1x 000001057436 18.29SR;0
X51005719902.jpg;7;0.292;Inv No :KSB80051978 Date:11/03/18 21:30;0
X51006414470.jpg;47;0.746;Facebook.com/BarWangRice *;0
X51005806679.jpg;16;0.281;Item;0
X51007846309.jpg;47;0.644;0.00;0
X51005712017.jpg;4;0.16;No.3, Jalan SS21/39,47400 Petaling Jaya;0
X51006414712.jpg;49;0.62;2.24;0
X51007846350.jpg;54;0.806;**RE-PRINT;0
X51008142030.jpg;18;0.692;Baeeg;0
X51007339653.jpg;14;0.412;ITEM QTY U/P AMOUNT;0
X51005441402.jpg;12;0.522;HH GUINESS 12 GLASSES 150. SVC;1
X51007103643.jpg;0;0.0;MR. D.I.Y. (M) SDN BHD;0
X51005663293.jpg;17;0.472;1 x 4.90 4.90 SR;0
X51005605284.jpg;13;0.448;5 27499 11.00 55.00;0
X51006332575.jpg;8;0.296;BILL: 28544;0
X51007846398.jpg;15;0.254;Item Qty;0
X51005711401.jpg;23;0.958;SR (@ 6%) 5.66;0
X51006414429.jpg;56;0.875;(867388-U);0
X51006619343.jpg;16;0.516;RH42 - 88;0
X51006556732.jpg;15;0.469;O.C. WHITE 2.13 5 1 0 4 8.52;1
X51005663280.jpg;35;0.854;Pls enter within the next 4 days;0
X51007846370.jpg;50;0.769;5;0
X51006913007.jpg;31;0.419;CED NATURAL HIM;1
X51007103643.jpg;13;0.406;9064350 1 X 0.90 0.90;0
X51006557202.jpg;8;0.258;MAKASSAR FRESH MARKET SDN BHD;0
X51005568911.jpg;17;0.459;S*;0
X51006555814.jpg;27;0.794;E.&.O.E.;0
X51007339095.jpg;9;0.29;1. 2012-0013 PUNCH CARD WITH HOLE;1
X51007339657.jpg;15;0.417;4536000000012  2.00 2.00 5;0
X51005442378.jpg;10;0.476;JALAN JALAN (Majaiah);1
X51005719914.jpg;25;0.581;9750009 1 X 6.30 6.30;0
X51005663273.jpg;26;0.929;SR 6 45.00 2.70;0
X51006619545.jpg;56;0.949;20102108l20050x22u80200d 252;0
X51005663297.jpg;31;0.47;SALUNG TANGAN GETAH (1PAIR);1
X51007846370.jpg;51;0.785;Facebook.com/BarWangRice;0
X51005749895.jpg;22;0.629;9555258606166 5 X 0.60 3.00;0
X51005447861.jpg;15;0.417;2pc @ 9.89 19.78 T;0
X51005447860.jpg;10;0.37;BINDER CLIP -BL;1
X51005749895.jpg;17;0.486;S;0
X51006913007.jpg;63;0.851;0300892 PJ HANIF;0
X51005719896.jpg;1;0.036;W.TSTORE.COM. MY;0
X51006392122.jpg;12;0.545;9555339300051 x 1 45.00 S;0
X51006556726.jpg;0;0.0;GARDENIA BAKERIES(KL) SDN BHD (139386 X);0
X51007339126.jpg;1;0.031;NO. 31G&33G, JALAN SETIA INDAH X U13/X;0
X51008042791.jpg;21;1.0;SR (%9 ) 2.27 0.13;0
X51006414677.jpg;57;0.934;Company No. :441970-H;0
X51006311778.jpg;0;0.0;EXPrint;0
X51006332575.jpg;11;0.407;4971850134824  53.00 53.00s;0
X51006557213.jpg;2;0.062;40300 Shah Alam, Selangor.;0
X51007579726.jpg;6;0.194;OFF JALAN LAPANGAN TERBANG SUBANG;0
X51007339165.jpg;19;0.528;Round Adj 0.00;0
X51006555818.jpg;19;0.528;DELICIA-B/SCOTCH 3.72 3 1 0 2 7.44;1
X51008142061.jpg;24;0.706;Discount: 0.00;0
X51006619561.jpg;22;0.489;DISC -2.90 25.70 %;0
X51007846350.jpg;49;0.731;SRO 0 14.20 0.00;0
X51007339112.jpg;21;0.7;SR @ 6% 5.47 0.33;0
X51005712039.jpg;0;0.0;L TWO FLORIST & HANDICRAFT;1
X51007846412.jpg;24;0.3;5.40 T;0
X51006392122.jpg;3;0.136;ROSIED;1
X51006414631.jpg;26;0.371;. $0.90;0
X51006335552.jpg;46;0.807;1 CTN;0
X51006414680.jpg;39;0.619;0306654 PAVITHRA;0
X51008142031.jpg;7;0.233;Bill#:V001--538701 Order#: 138803;0
X51007846286.jpg;9;0.123;A06015;0
X00016469672.jpg;5;0.128;81200 JOHOR BAHRU;0
X51006335552.jpg;17;0.298;1 CTN;0
X51006619696.jpg;6;0.375;INVOICE N0 : 17566/102/T0280;0
X51006388082.jpg;0;0.0;Broadview Marketing Sdn Bhd (728384-M);1
X51005663297.jpg;48;0.727;o 0.00 SR;0
X51007846412.jpg;74;0.925;not allowed once issued.;0
X51006335552.jpg;0;0.0;YONG S00N FATT S/B (81497-P);0
X51005745249.jpg;10;0.345;1 Bag Fee RMO.20;1
X51006502533.jpg;12;0.545;1 x 9.50 9.50 SR;0
X51007846286.jpg;23;0.315;RM6.69;0
X51005719906.jpg;12;0.333;1 Unagi don;1
X51006555570.jpg;3;0.077;1118258-K;0
X51007846350.jpg;56;0.836;a 4;0
X51006557508.jpg;15;0.441;O.C. WHITE 2.13 6 0 0 6 12.78;1
X51006311778.jpg;27;0.818;7.00 62;0
X51005685355.jpg;16;0.571;Round Adjustmt RM 0.00;0
X51006392299.jpg;1;0.042;No.49, Jalan Dinar G U3/G,;0
X51005711441.jpg;10;0.435;Teh(B);1
X51008164510.jpg;8;0.571;4x 38.00 RM152.00;0
X51006556738.jpg;0;0.0;GARDENIA BAKERIES (KL) SDN BHD (139386 X);0
X51008128065.jpg;0;0.0;99 SPEED MART S/B (519537-X);0
X51005745188.jpg;11;0.423;6194020100124 4 11.32 45.28 S;0
X51005685357.jpg;10;0.37;1 X 111.30 36.75 72.35 S;0
X51007135037.jpg;19;0.704;Discount @10.00% -8.00;0
X51008030566.jpg;14;0.519;Herbal Tea;1
X51006556818.jpg;17;0.515;O.C JUMBO 2.97 3 0 0 3 8.91;1
X51006414720.jpg;19;0.413;Sales PerSor : NOT APPLICABLE;0
X51005568880.jpg;26;0.703;8720019 2 X 2.50 5.00;0
X51006414671.jpg;44;0.647;9 34 +;0
X51006557170.jpg;1;0.032;Lot 3, Jalan Pelabur 23/1,;0
X51006387813.jpg;38;0.95;(Guest Signature);0
X51005605333.jpg;28;1.0;www.popularonline.com. my;0
X51008142060.jpg;15;0.429;Salesperson Ref.:;0
X51006414677.jpg;17;0.279;F;0
X51006389963.jpg;40;0.615;INCLUSIVE;0
X51006556646.jpg;30;0.909;required to make necessary adjus tments to its;0
X51005444033.jpg;14;0.5;3068320113784 53.50*1 53.50 S;0
X51006329402.jpg;17;0.773;Served by ASHoK KUMAR;0
X51006619758.jpg;10;0.526;@2 X RM 6.79;0
X51008063849.jpg;17;0.81;28-05-18 17:00 SH01 ZJ94 T3 R000059251;0
X51007231344.jpg;8;0.145;Tampoi,81200 Johor Bahru, Johor;0
X51007339156.jpg;4;0.138;Tel: +603-3362 4137;0
X51005568827.jpg;2;0.067;No. 1 Jalan Puteri 7/10;0
X51006414533.jpg;25;0.463;10/04/2018 08:11;0
X51007339156.jpg;3;0.103;Mobile /Whatsapps : +6012-918 7937;0
X51005757273.jpg;13;0.65;CARD RM 45.00;0
X51006913073.jpg;26;0.382;$1.60;0
X51006389888.jpg;11;0.379;2651 MUNCHYS CRACKER SANDWI RM8.38 s;1
X51005705804.jpg;19;0.487;106766 1 49.00;0
X51005757324.jpg;14;0.609;Item(s) : 2 Qty(s) : 2;0
X00016469669.jpg;7;0.389;Date . 09/01/2019 8:01:11 PM;0
X51007103641.jpg;0;0.0;MR. D.I.Y. (M) SDN BHD;0
X51006350750.jpg;12;0.5;NONA MACRYICYARN;0
X51008123446.jpg;12;0.632;Length of stay: 0 Dy. 0 Hr. 16 Hin.;0
X51008030566.jpg;0;0.0;Restoran Wan Sheng;0
X51007846326.jpg;7;0.119;JTJ FOODS SDN BHD;0
X51006556840.jpg;0;0.0;GARDENLA BAKERIES (KL) SDN BHD (139386 X);0
X51005676545.jpg;11;0.407;Salesperson Ref.:;0
X51006466055.jpg;5;0.147;02/04/2018;0
X51005306399.jpg;24;1.0;Pleasae Cone Again;0
X51008122920.jpg;13;0.5;2032 'ENERGIZER' BATTERY (PC) @ PKT;1
X51005711441.jpg;8;0.348;Date : 21-03-2018 16:08:24;0
X51007339114.jpg;11;0.324;(BLUE) - (57MMx60MMx12MM);1
X51007103643.jpg;14;0.438;SPONGE MESH FO04-4S *S;1
X51008114281.jpg;7;0.412;05:36PM 568268 04-06-18;0
X51006557213.jpg;15;0.469;O.C. WHITE 2.13 4 1 0 3 6.39;1
X51005719873.jpg;11;0.306;Counter: 7290;0
X51007231361.jpg;33;0.508;t;0
X51005705760.jpg;5;0.074;Tel : 03-51217970 Fax : 03-51218059;0
X51008123447.jpg;12;0.6;Length of stay: 0 Dy. 0 Hr. 17 Hin.;0
X00016469669.jpg;9;0.5;Description Qty Price Amount;0
X51006913007.jpg;48;0.649;100.00;0
X51006414519.jpg;34;0.531;Customer Copy;0
X51006414429.jpg;60;0.938;#NAME?;0
X51005361900.jpg;12;0.375;TP-24 5 1.32 0.00 6.60 *;1
X51007846395.jpg;27;0.458;QTY ITEM;0
X51005719904.jpg;9;0.31;R05 Oyster Mee 1 RM9.90;1
X51006619709.jpg;28;0.622;8711468 XT 7.90 7.90;1
X51005719904.jpg;1;0.034;No,145G, Jalan Rimbunan Raya 1,;0
X51005719896.jpg;9;0.321;UNI WORKER'S CARD (1-31) 100'S;1
X51006414679.jpg;35;0.603;21.80;0
X51005711403.jpg;8;0.32;Date : 19-03-2018 11:12:15;0
X51007579726.jpg;7;0.226;PETALING JAYA SELANGOR 47301;0
X51006414713.jpg;34;0.415;FG-Y00226  16.80 16.80 SR;1
X51005587267.jpg;18;0.429;PARTNER E/L0PE 4.51NX9.5IN W4292 EA .s;0
X51006556840.jpg;9;0.281;GROUND FLOOR, NO. 4 & 6,;0
X51006332649.jpg;27;0.931;Points : 27;0
X51008164997.jpg;15;0.455;1 D 5,50 SR;0
X51008099049.jpg;12;0.4;TBL35 / 1;0
X51006414483.jpg;30;0.441;Amount;0
X00016469619.jpg;16;0.64;CDISC 10.00% -5.59;0
X51005605284.jpg;1;0.034;Company Reg. No. : 725186-V;0
X51005724629.jpg;16;0.485;Salesperson: Ref.:;0
X51006414675.jpg;11;0.155;Johor;0
X51008164999.jpg;11;0.333;1 0 30,00 SR;0
X51005685355.jpg;22;0.786;= 6 % 5.00 0.30;0
X51006556726.jpg;2;0.062;"40300 Shah Alam, ""Selangor.";0
X51005301667.jpg;32;0.593;Service Charge ..;0
X51006556646.jpg;20;0.606;CR-CHOCLT 0.72 20 0 0 20 14.40;1
X51006647932.jpg;5;0.2;03-7932 1023/0191;0
X51006857660.jpg;18;0.5;CD-R MAXELL (MX-CDR) 100's;1
X51005719899.jpg;14;0.667;Chee cheong Fun (SoS) RM7.20 S;1
X51007846412.jpg;5;0.062;LAVENDER CONFECTEONERY & BAKERY S/B;0
X51005675095.jpg;5;0.217;Level G2.Block D1.;0
X51006912972.jpg;38;0.585;$0.00;0
X51006556818.jpg;8;0.242;MAKASSAR FRESH MARKET SON BHD;0
X51006388069.jpg;35;0.946;xxxxxxxxxxxxxxxxxxxxxxxxxx*xxxxxxx*xx;0
X51005711451.jpg;4;0.19;43200 Cheras, Selangor;0
X51005719906.jpg;36;1.0;Powered by ARMs F&B (www.arms-fnb. com);0
X51006619765.jpg;10;0.208;NZ-06/07 - 5/40;0
X51007846305.jpg;64;0.78;0252828 PJ CST ZAHIR;0
X51007339100.jpg;25;0.862;TERIMA KASIH SILA DATANG LAGI;0
X51006414429.jpg;42;0.656;$1.10;0
X51007339642.jpg;30;0.882;THANE YOU FOR CHOOSING US;0
X51005587267.jpg;33;0.786;Join cur Meriah Loyalty Programme today!;0
X51006328919.jpg;11;0.55;FISHBALL NOODLE 7.00;1
X51005763940.jpg;9;0.3;** Original **;0
X51007228448.jpg;4;0.211;SITE B 4 5400 SEKINCHAN SELANGOR;0
X51005568881.jpg;3;0.125;56100 CHERAS, KUALA LUMPUR.;0
X51005757346.jpg;4;0.174;KAWASAN PERINDUSTRIAN BALAKONG,;0
X51006556852.jpg;21;0.568;CR B'SCOTCH 0.72 20 3 0 17 12.24;1
X51005605286.jpg;19;0.76;0301371 NORSHAM BINTI AHAMED SHA;0
X51006311779.jpg;13;0.361;A4 COL Simil 80gsm @ 2.00 4.24 8t;1
X51005757351.jpg;9;0.375;NA16 - 24;0
X51006620186.jpg;10;0.244;8800170 4 X 8.90 35.60;0
X51005453804.jpg;21;0.875;SR@A 11.32 068;0
X51006556818.jpg;28;0.848;The recipient of Gardenia's products is;0
X51006329402.jpg;16;0.727;Missed Point Today: 47;0
X51006913070.jpg;57;0.838;4;0
X51006679222.jpg;7;0.269;59200 Kuala Lumpur.;0
X51007231338.jpg;36;0.529;Discount :;0
X51005447860.jpg;18;0.667;Invoice No: 2018021951320026157;0
X51005719914.jpg;12;0.279;AF12 - 10/1000;0
X51008142038.jpg;9;0.529;@2 X RM 2.20;0
X51005715451.jpg;19;0.679;Item Count 2;0
X51005677335.jpg;4;0.138;53200, KUALA LUMPUR.;0
X51008142030.jpg;14;0.538;Vege Item (S);0
X51007231338.jpg;20;0.294;15:23:00;0
X51006335552.jpg;44;0.772;10700057;0
X51007339095.jpg;12;0.387;(WOC-115);0
X51006557193.jpg;12;0.375;VE0S: Ridzuan (11900);0
X51006679216.jpg;17;0.459;711-Omega Half Boiled Egg;1
X51005442394.jpg;2;0.077;(867388-U);0
X51006619694.jpg;26;0.867;Guardian brand products must be made;0
X51008099044.jpg;3;0.125;Seksyen 9, Bandar Mahkota Cheras,;0
X51006414679.jpg;26;0.448;12.90 12.90;0
X51007339111.jpg;0;0.0;SANYU STATIONERY SHOP;0
X51008099048.jpg;12;0.545;Cham(B);0
X51008164991.jpg;23;0.719;Closed: 1;0
X51006414680.jpg;21;0.333;1.75;0
X51006913068.jpg;18;0.305;MFY Side 1;0
X51006856981.jpg;3;0.1;Jalan 8821/60, Damansara Utama.;0
X51006913051.jpg;33;0.647;20.00;0
X51007339162.jpg;23;0.697;Date : 02/12/2017;0
X51006555806.jpg;32;0.97;Adjus tment Note;0
X51005757199.jpg;2;0.077;CO. (M) SDN BHD;0
X51006387813.jpg;19;0.475;Chicken Salad & Sashimi Gozen;1
X51007846270.jpg;2;0.033;No.1, Jalan Permas 10/5, Bandar Baru Permas Jaya;0
X51006556828.jpg;10;0.286;JALAN SS 1S/4B,;0
X51006620186.jpg;22;0.537;9068369 1 X 2.90 2.90;0
X51006329402.jpg;6;0.273;MIGHTY MARK DISHWASH- 11L;1
X51005433522.jpg;11;0.393;SR 100100000015- Vegetable $1.10;1
X51008142068.jpg;7;0.206;Bill To;0
