image,row_idx,row_ratio,type,text
X51005568891.jpg,21,0.538,header,BLADE 18T
X51005568891.jpg,22,0.564,item,1 SCREW 7.00 7.00 SR
X51005568891.jpg,23,0.59,item,"5 3/4"" V BRACKET 1.50 7.50 SR"
X51005568891.jpg,24,0.615,item,"6 1"" S/STEEL ROD 15.80 94.80 SR"
X51005568891.jpg,25,0.641,item,Item Discount 0.00
X51005568891.jpg,26,0.667,item,"17 3/4"" ALUMINIUM ROD 5.80 98.60 SR"
X51005568891.jpg,27,0.692,summary,44 Type: 10 Total 277.90
X51005568891.jpg,28,0.718,item,Discount: 0.90
X51005568891.jpg,29,0.744,summary,Rounding Adj 0.00
X51005568891.jpg,30,0.769,summary,Total Inclusive GST: 277.00
X51005568891.jpg,31,0.795,summary,CASH 277.00
X51005568891.jpg,32,0.821,summary,GST Summary
X51005568891.jpg,33,0.846,summary,Code % Net Amt GST
X51005568891.jpg,34,0.872,summary,Total(RM)
X51005568891.jpg,35,0.897,item,SR SR 261.32 15.68
X51005568891.jpg,36,0.923,item,277.00
X51005568891.jpg,37,0.949,summary,Total 261.32 15.68 277.00
X51005568891.jpg,38,0.974,footer,Thank you ! & Please come again !!
X51005568891.jpg,39,1.0,summary,Goods sold are not relurnable for relund or exchange II
X51005568898.jpg,0,0.0,header,(W- C NAN PANA
X51005568898.jpg,1,0.02,header,14 JALAN MANIS 4 TAMAN SEGAR 56100 KL
X51005568898.jpg,2,0.039,header,TEL: 03-91334364 FAX: 03-91310522
X51005568898.jpg,3,0.059,header,www.vivopac.com
X51005568898.jpg,4,0.078,summary,GST REG: 000565805056
X51005568898.jpg,5,0.098,summary,TAX INVOICE
X51005568898.jpg,6,0.118,header,Doc # : CS21539777
X51005568898.jpg,7,0.137,header,Date :
X51005568898.jpg,8,0.157,header,30/05/2017 10:18:02 AM
X51005568898.jpg,9,0.176,header,Promoter :
X51005568898.jpg,10,0.196,header,Terminal : T02
X51005568898.jpg,11,0.216,summary,Cashier : ME
X51005568898.jpg,12,0.235,header,EE
X51005568898.jpg,13,0.255,summary,PRICE Disc AMOUNT TAX
X51005568898.jpg,14,0.275,header,QTY
X51005568898.jpg,15,0.294,header,RM RM CODE
X51005568898.jpg,16,0.314,header,13(10A)
X51005568898.jpg,17,0.333,item,1.00 PKT * 0.7500
X51005568898.jpg,18,0.353,item,0.75 SR
X51005568898.jpg,19,0.373,header,26 x 33 (85HT) Red
X51005568898.jpg,20,0.392,item,1.00 PKT * 8.0000
X51005568898.jpg,21,0.412,item,8.00 SR
X51005568898.jpg,22,0.431,header,24 x 28 (75HT) Red
X51005568898.jpg,23,0.451,item,1.00 PKT * 6.0000
X51005568898.jpg,24,0.471,item,6.00 SR
X51005568898.jpg,25,0.49,header,Price Label (PLAIN)
X51005568898.jpg,26,0.51,item,2.00 ROLL *e 1.5000
X51005568898.jpg,27,0.529,item,3.00 SR
X51005568898.jpg,28,0.549,header,em Count: 4
X51005568898.jpg,29,0.569,item,Item Qty: 5.00
X51005568898.jpg,30,0.588,summary,Sub Total (Exclusive GST) :
X51005568898.jpg,31,0.608,item,17.75
X51005568898.jpg,32,0.627,summary,GST 6% :
X51005568898.jpg,33,0.647,item,1.07
X51005568898.jpg,34,0.667,summary,Rounding Adj. :
X51005568898.jpg,35,0.686,item,-0.02
X51005568898.jpg,36,0.706,summary,Rounded Total (RM):
X51005568898.jpg,37,0.725,item,18.80
X51005568898.jpg,38,0.745,summary,Cash
X51005568898.jpg,39,0.765,item,20.00
X51005568898.jpg,40,0.784,summary,Cash Change
X51005568898.jpg,41,0.804,item,1.20
X51005568898.jpg,42,0.824,header,T Summary Amount(RM)
X51005568898.jpg,43,0.843,summary,Tax(RM)
X51005568898.jpg,44,0.863,item,@ 6 % 17.75
X51005568898.jpg,45,0.882,item,1.07
X51005568898.jpg,46,0.902,header,Terms & Conditions
X51005568898.jpg,47,0.922,summary,Goods sold are not refundable with cash.
X51005568898.jpg,48,0.941,summary,For exchange of goods sold the following apply:
X51005568898.jpg,49,0.961,header,The original receipt must be presented
X51005568898.jpg,50,0.98,summary,2. Exchange is
X51005568898.jpg,51,1.0,header,done within 7 days from date of receipt
X51005568899.jpg,0,0.0,header,MR. D.I.Y. SDN BHD
X51005568899.jpg,1,0.05,header,(CO.REG :704427-T )
X51005568899.jpg,2,0.1,header,"LOT 1851-A & 1851-B, JALAN KPB 6,"
X51005568899.jpg,3,0.15,header,"KAWASAN PERINDUSTRIAN BALAKONG,"
X51005568899.jpg,4,0.2,header,"43300 SERI KEMBANGAN, SELANGOR"
X51005568899.jpg,5,0.25,summary,(GST ID No :001092886528)
X51005568899.jpg,6,0.3,header,(CHERAS LEISURE MALL)
X51005568899.jpg,7,0.35,summary,-TAX INVOICE-
X51005568899.jpg,8,0.4,header,CLOTH PEG E-140 S*
X51005568899.jpg,9,0.45,header,WA36 - 6/60
X51005568899.jpg,10,0.5,item,9555112901406 1 X 5.90 5.90
X51005568899.jpg,11,0.55,header,Item(s) : 1 Qty(s) : 1
X51005568899.jpg,12,0.6,summary,Total Incl. GST@6% RM 5.90
X51005568899.jpg,13,0.65,summary,CASH RM 5.90
X51005568899.jpg,14,0.7,summary,GST Summary Amt(RM) Tax(RM)
X51005568899.jpg,15,0.75,summary,GST S@6% 5.57 0.33
X51005568899.jpg,16,0.8,header,18-10-17 15:16 SH01 ZT09 T3 R000000163
X51005568899.jpg,17,0.85,header,OPERATOR GCHT - NOR MASLIZA
X51005568899.jpg,18,0.9,summary,EXCHANGE ARE ALLOWED WITHIN
X51005568899.jpg,19,0.95,header,7 DAYS WITH RECEIPT.
X51005568899.jpg,20,1.0,summary,STRICTLY NO CASH REFUND.
X51005568900.jpg,0,0.0,header,MR. D.I.Y. SDN BHD
X51005568900.jpg,1,0.048,header,(CO.REG :704427-T )
X51005568900.jpg,2,0.095,header,"LOT 1851-A & 1851-B, JALAN KPB 6,"
X51005568900.jpg,3,0.143,header,"KAWASAN PERINDUSTRIAN BALAKONG,"
X51005568900.jpg,4,0.19,header,"43300 SERI KEMBANGAN, SELANGOR"
X51005568900.jpg,5,0.238,summary,(GST ID No :001092886528)
X51005568900.jpg,6,0.286,header,(CHERAS LEISURE MALL)
X51005568900.jpg,7,0.333,summary,-TAX INVOICE-
X51005568900.jpg,8,0.381,header,PADLOCK ST-P6150 50MM S
X51005568900.jpg,9,0.429,header,0Z02 - 12/48
X51005568900.jpg,10,0.476,item,6942131561507 1 X 9.90 9.90
X51005568900.jpg,11,0.524,header,Item(s) : 1 Qty(s) : 1
X51005568900.jpg,12,0.571,summary,Total Incl. GST@6% RM 9.90
X51005568900.jpg,13,0.619,summary,CASH RM 10.00
X51005568900.jpg,14,0.667,summary,CHANGE RM 0.10
X51005568900.jpg,15,0.714,summary,GST Summary Amt(RM) Tax(RM)
X51005568900.jpg,16,0.762,summary,GST S@6% 9.34 0.56
X51005568900.jpg,17,0.81,header,28-12-17 18:52 SH01 ZT09 T1 R000020832
X51005568900.jpg,18,0.857,summary,OPERATOR TRAINEE CASHIER
X51005568900.jpg,19,0.905,summary,EXCHANGE ARE ALLOWED WITHIN
X51005568900.jpg,20,0.952,header,7 DAYS WITH RECEIPT.
X51005568900.jpg,21,1.0,summary,STRICTLY NO CASH REFUND.
X51005568911.jpg,0,0.0,header,MR. D.I.Y. (KUCHAI) SDN BHD
X51005568911.jpg,1,0.027,header,CO-REG:750441-W
X51005568911.jpg,2,0.054,header,"LOT 1851-A & 1851-B, JALAN KPB 6,"
X51005568911.jpg,3,0.081,header,"KAWASAN PERINDUSTRIAN BALAKONG,"
X51005568911.jpg,4,0.108,header,"43300 SERI KEMBANGAN, SELANGOR"
X51005568911.jpg,5,0.135,summary,(GST ID No :000473792512)
X51005568911.jpg,6,0.162,header,(TESCO EXTRA KAJANG)
X51005568911.jpg,7,0.189,summary,-TAX INVOICE-
X51005568911.jpg,8,0.216,header,*S
X51005568911.jpg,9,0.243,header,BOOSTER CABLE XH-500A
X51005568911.jpg,10,0.27,header,CE72 - 10
X51005568911.jpg,11,0.297,item,1 X 29.90 29.90
X51005568911.jpg,12,0.324,header,9001620
X51005568911.jpg,13,0.351,header,S*
X51005568911.jpg,14,0.378,header,MOTH BALLS 150G
X51005568911.jpg,15,0.405,header,EC21-41-71 - 10/100
X51005568911.jpg,16,0.432,item,9063977 X l 2.10 2.10
X51005568911.jpg,17,0.459,header,S*
X51005568911.jpg,18,0.486,header,DIY GOLD TWIST DRILL 3MM
X51005568911.jpg,19,0.514,header,LB22 - 20/1500
X51005568911.jpg,20,0.541,item,1 X 2.50 2.50
X51005568911.jpg,21,0.568,header,9071246
X51005568911.jpg,22,0.595,header,HI ISI SSH 6*160MM S*
X51005568911.jpg,23,0.622,header,LG32-42 - 10/400
X51005568911.jpg,24,0.649,item,6909906163107 1 X 3.30 3.30
X51005568911.jpg,25,0.676,header,Item(s) : 4 Qty(s) : 4
X51005568911.jpg,26,0.703,summary,TOTAL INCL.GST@6% RM 37.80
X51005568911.jpg,27,0.73,item,RM 40.00
X51005568911.jpg,28,0.757,summary,CASH
X51005568911.jpg,29,0.784,item,RM 2.20
X51005568911.jpg,30,0.811,summary,CHANGE
X51005568911.jpg,31,0.838,summary,GST Summary Amt(RM) Tax(RM)
X51005568911.jpg,32,0.865,summary,GST S@6% 35.66 2.14
X51005568911.jpg,33,0.892,header,08-03-17 13:42 SH01 B028 T2 R000017473
X51005568911.jpg,34,0.919,header,OPERATOR TRAINEE
X51005568911.jpg,35,0.946,summary,EXCHANGE ARE ALLOWED WITHIN
X51005568911.jpg,36,0.973,header,7 DAY WITH RECEIPT.
X51005568911.jpg,37,1.0,summary,STRICTLY NO CASH REFUND.
X51005568913.jpg,0,0.0,header,IKANO HANDEL SDN BHD
X51005568913.jpg,1,0.043,header,(1074617K)
X51005568913.jpg,2,0.087,header,IKEA Cheras
X51005568913.jpg,3,0.13,header,No 2A Jalan Cochrane
X51005568913.jpg,4,0.174,header,Taman Maluri
X51005568913.jpg,5,0.217,header,55100 KUALA LUMPUR
X51005568913.jpg,6,0.261,header,STT001000 O.GAA
X51005568913.jpg,7,0.304,summary,TAX INVOICE
X51005568913.jpg,8,0.348,header,Slip: 0000011000136498
X51005568913.jpg,9,0.391,header,Date: 27/07/17
X51005568913.jpg,10,0.435,header,Time:1:12
X51005568913.jpg,11,0.478,header,Trans: 311136194 Staff: L8896
X51005568913.jpg,12,0.522,header,Description Amount TX
X51005568913.jpg,13,0.565,header,50346155 BOSTRAK WRD 80X50X18
X51005568913.jpg,14,0.609,item,2 pc @ 269.00 538.00 SRS
X51005568913.jpg,15,0.652,summary,Total RM Including GST 6% 538.00
X51005568913.jpg,16,0.696,summary,Rounding Adj. 0.00
X51005568913.jpg,17,0.739,summary,Total Rounded 538.00
X51005568913.jpg,18,0.783,summary,Visa -538.00
X51005568913.jpg,19,0.826,summary,GST SR 6% 538.00 30.45
X51005568913.jpg,20,0.87,summary,Amt. Excl. GST 507.55
X51005568913.jpg,21,0.913,header,No. of Items 2
X51005568913.jpg,22,0.957,footer,Thank you. Please come again.
X51005568913.jpg,23,1.0,header,*T3620000011000136498*
X51005568914.jpg,0,0.0,header,IKANO HANDEL SDN BHD
X51005568914.jpg,1,0.04,header,(1074617K)
X51005568914.jpg,2,0.08,header,TrrrVaS
X51005568914.jpg,3,0.12,header,No 2A Jalan Cochrane
X51005568914.jpg,4,0.16,header,Taman Maluri
X51005568914.jpg,5,0.2,header,55100 KUALA LUMPUR
X51005568914.jpg,6,0.24,summary,GST No.: 000115154944
X51005568914.jpg,7,0.28,summary,TAX INVOICE
X51005568914.jpg,8,0.32,header,Slip: 0000000011000140428
X51005568914.jpg,9,0.36,header,Date: 09/08/17
X51005568914.jpg,10,0.4,header,Time: 1:06
X51005568914.jpg,11,0.44,header,Trans: 311140123 Staf: 96728
X51005568914.jpg,12,0.48,header,Description Amount TX
X51005568914.jpg,13,0.52,header,30169728 BAGIS COAT-HANGER CH
X51005568914.jpg,14,0.56,item,2 pc @ 4.90 9.80 SRM
X51005568914.jpg,15,0.6,header,70350938 teOd0res CH S 8S 00'06
X51005568914.jpg,16,0.64,summary,Total RM Including GST 6% 99.80
X51005568914.jpg,17,0.68,summary,Rounding Adj. 0.00
X51005568914.jpg,18,0.72,summary,Total Rounded 99.80
X51005568914.jpg,19,0.76,item,Mastercard -99.80
X51005568914.jpg,20,0.8,summary,GST SR 99.80 5.64
X51005568914.jpg,21,0.84,summary,Amt. Excl. GST 94.16
X51005568914.jpg,22,0.88,header,3
X51005568914.jpg,23,0.92,header,No. of Items
X51005568914.jpg,24,0.96,footer,Thank you. Please come again.
X51005568914.jpg,25,1.0,header,620000011000140428*
X51005577192.jpg,0,0.0,header,FY EAGLE.ENTERPRISE
X51005577192.jpg,1,0.034,header,002065464-X
X51005577192.jpg,2,0.069,header,"NO. 42, JALAN PBS 14/11."
X51005577192.jpg,3,0.103,header,"TAMAN PERINDUSTRIAN BUKIT SERDANG,"
X51005577192.jpg,4,0.138,header,"43300 SERI KEMBANGAN,"
X51005577192.jpg,5,0.172,header,SELANGOR
X51005577192.jpg,6,0.207,header,TEL: 03-89433143 FAX: 03-89433143
X51005577192.jpg,7,0.241,summary,GST NO: 001663156224
X51005577192.jpg,8,0.276,summary,TAX INVOICE
X51005577192.jpg,9,0.31,header,RECEIPT #: C500031180 DATE: 04/12/2017
X51005577192.jpg,10,0.345,header,SALESPERSON an TIME: 15:14:00
X51005577192.jpg,11,0.379,summary,CASHIER : USER
X51005577192.jpg,12,0.414,header,I TEM QTY U/P AMOUNT
X51005577192.jpg,13,0.448,header,(RM) (RM)
X51005577192.jpg,14,0.483,item,12089 2 3.50 7.00
X51005577192.jpg,15,0.517,header,SRATAPE OPP 48MMX8OY CLEAR(B.PY)-ECS
X51005577192.jpg,16,0.552,summary,TOTAL QUANTITY 2
X51005577192.jpg,17,0.586,summary,SUB-TOTAL 6.60
X51005577192.jpg,18,0.621,item,DISC 0.00
X51005577192.jpg,19,0.655,summary,GST 0.40
X51005577192.jpg,20,0.69,summary,ROUNDING 0.00
X51005577192.jpg,21,0.724,summary,TOTAL 7.00
X51005577192.jpg,22,0.759,summary,CASH 7.00
X51005577192.jpg,23,0.793,summary,CHANGE 0-00
X51005577192.jpg,24,0.828,summary,GST SUMMARY
X51005577192.jpg,25,0.862,summary,CODE AMOUNT % TAX/AMT
X51005577192.jpg,26,0.897,item,SR 6.60 6 0.40
X51005577192.jpg,27,0.931,summary,TAX TOTAL: 0.40
X51005577192.jpg,28,0.966,header,"GOODS SOLD ARE NOT RETURNABLE,"
X51005577192.jpg,29,1.0,footer,THANK YOU.
X51005587254.jpg,0,0.0,header,TRI SHAAS SDN BHD (728515-M)
X51005587254.jpg,1,0.029,header,MYDIN MART SRI MUDA
X51005587254.jpg,2,0.057,header,"4-20, Jalan Ria 25/62 Taman Sri Muda"
X51005587254.jpg,3,0.086,header,"Seksyen 2.5, 40400 Shah Alam Selangor"
X51005587254.jpg,4,0.114,header,Tel : 03-51217970. Fax : 03-51218059
X51005587254.jpg,5,0.143,header,GIST ID : :000429166592
X51005587254.jpg,6,0.171,header,RECEIPT
X51005587254.jpg,7,0.2,header,"Termina1: 188, -, 5505P0s004"
X51005587254.jpg,8,0.229,header,Trans # : 255018
X51005587254.jpg,9,0.257,header,Date : 13/03/2017 03:00:42PM
X51005587254.jpg,10,0.286,summary,Cashier : CH110137
X51005587254.jpg,11,0.314,header,MSIM- ROHINI
X51005587254.jpg,12,0.343,header,EVEREADY 8AT H/D 1015 SW4 AA EA .3
X51005587254.jpg,13,0.371,item,8999002310564 2 * 2.50 5.00
X51005587254.jpg,14,0.4,header,N
X51005587254.jpg,15,0.429,header,Item Count
X51005587254.jpg,16,0.457,summary,Total 5.00
X51005587254.jpg,17,0.486,summary,Rounding Adjustment 0.00
X51005587254.jpg,18,0.514,summary,Total After Rounding 5.00
X51005587254.jpg,19,0.543,summary,Cash 10.03
X51005587254.jpg,20,0.571,summary,CHANGE 5.03
X51005587254.jpg,21,0.6,summary,GST Rate Amt Excl GST(RM) Tax(RM)
X51005587254.jpg,22,0.629,item,S = 6% 4.72 0.28
X51005587254.jpg,23,0.657,item,Z. = 0% 0.00 0.10
X51005587254.jpg,24,0.686,header,1
X51005587254.jpg,25,0.714,header,Points Missed
X51005587254.jpg,26,0.743,header,Join our-Merian CoyaTty Programme today!
X51005587254.jpg,27,0.771,header,6605505001880000255018
X51005587254.jpg,28,0.8,header,Print Date: 13/03/2017 03:00:44PM
X51005587254.jpg,29,0.829,header,Note: Any request for production of fuil
X51005587254.jpg,30,0.857,summary,tax invoice must be made within 3 months
X51005587254.jpg,31,0.886,header,from the date of purchase. If the request
X51005587254.jpg,32,0.914,header,is not nade within the prescribed
X51005587254.jpg,33,0.943,header,"t:ime frame,NYDIN may based on its absolute"
X51005587254.jpg,34,0.971,header,discretion reject the request.
X51005587254.jpg,35,1.0,footer,Thank You and Please Come Again
X51005587267.jpg,0,0.0,header,TRI SHAAS SDN BHD (728515-M)
X51005587267.jpg,1,0.024,header,MYDIN MART SRI MUDA
X51005587267.jpg,2,0.048,header,"4-20, Jalan Ria 25/62 Taman Sri Muda"
X51005587267.jpg,3,0.071,header,"Seksyen 25, 40400 Shah Alam Selangor"
X51005587267.jpg,4,0.095,header,Tel : 03-51217970 Fax : 03-51218059
X51005587267.jpg,5,0.119,summary,GST ID: 000429166592
X51005587267.jpg,6,0.143,header,RECEIPT
X51005587267.jpg,7,0.167,header,Terminal: 195 - 5505p0s011
X51005587267.jpg,8,0.19,header,Trans # : 261172
X51005587267.jpg,9,0.214,header,Uate : 4/02/2017 03:30:27PM
X51005587267.jpg,10,0.238,summary,Cashier : CH107691
X51005587267.jpg,11,0.262,header,MSH - WERNIE
X51005587267.jpg,12,0.286,header,MYCLIP 8INDER CLIP 12S 25MM 12S EA .s
X51005587267.jpg,13,0.31,item,2901060611145 1 * 2.00 2.00
X51005587267.jpg,14,0.333,header,MYCLIP BINDER CLIP 15MM 12S CS .S
X51005587267.jpg,15,0.357,item,2901060611213 2 12.00 24.00
X51005587267.jpg,16,0.381,header,HYCLIP BINDER CLIP 15MM 125 EA .S
X51005587267.jpg,17,0.405,item,2901060611206 10 * 1.00 10.00
X51005587267.jpg,18,0.429,item,PARTNER E/L0PE 4.51NX9.5IN W4292 EA .s
X51005587267.jpg,19,0.452,item,9555023304655 2 * 2.20 4.40
X51005587267.jpg,20,0.476,header,QUALITY LFTTER TRAY IT-1196-MIX EA .s
X51005587267.jpg,21,0.5,item,9555052401196 3  14.90 44.70
X51005587267.jpg,22,0.524,header,Item Count 18
X51005587267.jpg,23,0.548,summary,Total 85.10
X51005587267.jpg,24,0.571,summary,Rounding Adjustment SECURI CHECKIN SRI MUD: MART MYDIN 0.00
X51005587267.jpg,25,0.595,summary,Total After Rounding 85.10
X51005587267.jpg,26,0.619,summary,Cash 100.10
X51005587267.jpg,27,0.643,summary,CHANGE 15.00
X51005587267.jpg,28,0.667,summary,GST Rate Amt Exc) GST(RM) Tax(RM)
X51005587267.jpg,29,0.69,item,S = 6% 80.27 4.83
X51005587267.jpg,30,0.714,item,= 0x 0.00 0.00
X51005587267.jpg,31,0.738,summary,* Your Total Savings 8.00 #
X51005587267.jpg,32,0.762,header,oints Missed: 85
X51005587267.jpg,33,0.786,header,Join cur Meriah Loyalty Programme today!
X51005587267.jpg,34,0.81,header,6605505001950000261172
X51005587267.jpg,35,0.833,header,rint Date: 4/02/2017 03:30:29PM
X51005587267.jpg,36,0.857,header,Note: Any request for production of full
X51005587267.jpg,37,0.881,summary,tax invoice must be made within 3 months
X51005587267.jpg,38,0.905,header,rom the date of purchase. If the request
X51005587267.jpg,39,0.929,header,is not made within the prescribed
X51005587267.jpg,40,0.952,header,"me frame,MYDIN may based on its absolute"
X51005587267.jpg,41,0.976,header,discretion reject the request.
X51005587267.jpg,42,1.0,footer,Thank You and Please Come Again
X51005605284.jpg,0,0.0,header,ADVANCO COMPANY
X51005605284.jpg,1,0.034,header,Company Reg. No. : 725186-V
X51005605284.jpg,2,0.069,header,"NO 1&3, Jalan Wangsa Delima 12,"
X51005605284.jpg,3,0.103,header,"Wangsa Link, Wangsa Maju,"
X51005605284.jpg,4,0.138,header,53300 Kuala Lumpur
X51005605284.jpg,5,0.172,header,03-41318972
X51005605284.jpg,6,0.207,summary,GST Reg : 001658445824
X51005605284.jpg,7,0.241,summary,TAX INVOICE
X51005605284.jpg,8,0.276,header,CB# : 398313 23/03/2018 3:13:19
X51005605284.jpg,9,0.31,header,M# : M2- 0
X51005605284.jpg,10,0.345,summary,Cashier : c2000 -
X51005605284.jpg,11,0.379,summary,Qty Description Price Total
X51005605284.jpg,12,0.414,header,FUJI XEROX EVERYDAY A4 70GSM SR
X51005605284.jpg,13,0.448,item,5 27499 11.00 55.00
X51005605284.jpg,14,0.483,item,Item Discount $0.20 -1.00
X51005605284.jpg,15,0.517,header,CANON PG-47BK E400 BLACK FINE SR
X51005605284.jpg,16,0.552,item,1 27736 29.00 29.00
X51005605284.jpg,17,0.586,summary,6 Type: 2 Total 84.00
X51005605284.jpg,18,0.621,item,Disc $.20 X 5 -1.00
X51005605284.jpg,19,0.655,summary,Rounding Adj 0.00
X51005605284.jpg,20,0.69,summary,Total Inclusive GST: 83.00
X51005605284.jpg,21,0.724,summary,CASH 85.00
X51005605284.jpg,22,0.759,summary,Change 2.00
X51005605284.jpg,23,0.793,summary,GST SummarY
X51005605284.jpg,24,0.828,summary,Code % Net Amt GST Total
X51005605284.jpg,25,0.862,item,SR 6% 78.30 4.70 83.00
X51005605284.jpg,26,0.897,summary,Total 78.30 4.70 83.00
X51005605284.jpg,27,0.931,footer,Thank you & Please come again.
X51005605284.jpg,28,0.966,header,Goods sold are not returnable for refund or
X51005605284.jpg,29,1.0,summary,exchange !!
X51005605285.jpg,0,0.0,header,AEON CO. (M) BHD. (126926-H)
X51005605285.jpg,1,0.038,header,"3 FLOOR, AEON TAMAN MALURI SC"
X51005605285.jpg,2,0.077,header,"JLN JEJAKA, TAMAN MALURI"
X51005605285.jpg,3,0.115,header,"CHERAS, 55100 KUALA LUMPUR"
X51005605285.jpg,4,0.154,summary,GST ID : 002017394688
X51005605285.jpg,5,0.192,header,SHOPPING HOURS
X51005605285.jpg,6,0.231,header,SUN - THU: 1000 HRS - 2200 HRS
X51005605285.jpg,7,0.269,header,FRI - SAT: 1000 HRS - 2300 HRS
X51005605285.jpg,8,0.308,header,1x 000004497295
X51005605285.jpg,9,0.346,item,5.90SR
X51005605285.jpg,10,0.385,header,WET TISSUE 150S
X51005605285.jpg,11,0.423,summary,Sub-total
X51005605285.jpg,12,0.462,item,5.90
X51005605285.jpg,13,0.5,summary,Total Sales Incl GST 5.90
X51005605285.jpg,14,0.538,summary,Total After Adj Incl GST 5.90
X51005605285.jpg,15,0.577,summary,CASH 50.00
X51005605285.jpg,16,0.615,summary,Item Count 1 Change Amt 44.10
X51005605285.jpg,17,0.654,header,Invoice No: 2018032251310415556
X51005605285.jpg,18,0.692,summary,GST Summary Amount Tax
X51005605285.jpg,19,0.731,item,SR @ 6% 5.57 0.33
X51005605285.jpg,20,0.769,summary,Total 5.57 0.33
X51005605285.jpg,21,0.808,header,22/03/2018 10:18 5131 041 0415556
X51005605285.jpg,22,0.846,header,0305215 DIANA BINTI JASMAN
X51005605285.jpg,23,0.885,header,AEON DAISO FESTIVAL MALL
X51005605285.jpg,24,0.923,header,TEL 1-300-80-AEON(2366)
X51005605285.jpg,25,0.962,footer,THANK YOU FOR YOUR PATRONAGE
X51005605285.jpg,26,1.0,footer,PLEASE COME AGAIN
X51005605286.jpg,0,0.0,header,AEON CO. (M) BHD (126926-H)
X51005605286.jpg,1,0.04,header,"3RD FLR, AEON TAMAN MALURI SC"
X51005605286.jpg,2,0.08,header,"JLN JEJAKA, TAMAN MALURI"
X51005605286.jpg,3,0.12,header,"CHERAS, 55100 KUALA LUMPUR"
X51005605286.jpg,4,0.16,summary,GST ID : 002017394688
X51005605286.jpg,5,0.2,header,SHOPPING HOURS
X51005605286.jpg,6,0.24,header,MON-SUN: 1000 HRS - 2200 HRS
X51005605286.jpg,7,0.28,item,) 000008190901 5.90SR
X51005605286.jpg,8,0.32,header,STERILE FILTRAT
X51005605286.jpg,9,0.36,summary,Sub-total 5.90
X51005605286.jpg,10,0.4,summary,Total Sales Incl GST 5.90
X51005605286.jpg,11,0.44,summary,Total After Adj Incl GST 5.90
X51005605286.jpg,12,0.48,summary,CASH 10.00
X51005605286.jpg,13,0.52,summary,Item Count 1 Change Amt 4.10
X51005605286.jpg,14,0.56,header,Invoice No: 2018020951320023885
X51005605286.jpg,15,0.6,summary,GST Summary Amount Tax
X51005605286.jpg,16,0.64,item,SR @ 6% 5.57 0.33
X51005605286.jpg,17,0.68,summary,Total 5.57 0.33
X51005605286.jpg,18,0.72,header,09/02/2018 12:53 5132 002 0023885
X51005605286.jpg,19,0.76,header,0301371 NORSHAM BINTI AHAMED SHA
X51005605286.jpg,20,0.8,header,DAISO SUNWAY VELOCITY
X51005605286.jpg,21,0.84,header,TEL 1-300-80-AEON (2366)
X51005605286.jpg,22,0.88,footer,THANK YOU FOR YOUR PATRONAGE
X51005605286.jpg,23,0.92,footer,PLEASE COME AGAIN
X51005605286.jpg,24,0.96,header,BOoh Pau
X51005605286.jpg,25,1.0,header,2
X51005605333.jpg,0,0.0,header,POPULAR BOOK
X51005605333.jpg,1,0.036,header,CO. (M) SDN BHD
X51005605333.jpg,2,0.071,header,(Company No. 113825-W)
X51005605333.jpg,3,0.107,summary,(GST Reg No. 001492992000)
X51005605333.jpg,4,0.143,header,"No 8, Jalan 7/l19B, Desa Tun Razak"
X51005605333.jpg,5,0.179,header,"56000 Kuala Lumpur, Malaysia"
X51005605333.jpg,6,0.214,header,KL FESTIVAL CITY MALL
X51005605333.jpg,7,0.25,header,Tel : 03-41424540/20
X51005605333.jpg,8,0.286,header,07/01/18 14:41 Slip No.: 7010385084
X51005605333.jpg,9,0.321,header,Norhasmida Trans: 364810
X51005605333.jpg,10,0.357,header,Description Amount
X51005605333.jpg,11,0.393,header,70g P. Copy 450'S
X51005605333.jpg,12,0.429,item,3pc @ 13.69 41.07 T
X51005605333.jpg,13,0.464,item,Stat-Great Saving -9.60
X51005605333.jpg,14,0.5,summary,Total RM Incl. of GST 31.47
X51005605333.jpg,15,0.536,summary,Rounding Adj -0.02
X51005605333.jpg,16,0.571,summary,Total RM 31.45
X51005605333.jpg,17,0.607,summary,Cash -50.00
X51005605333.jpg,18,0.643,summary,CHANGE 18.55
X51005605333.jpg,19,0.679,header,Item_ Count 3
X51005605333.jpg,20,0.714,summary,GST mary Amount (RM) Tax (RM)
X51005605333.jpg,21,0.75,item,T 9 6% 29.69 1.78
X51005605333.jpg,22,0.786,summary,Total Savings -9.60
X51005605333.jpg,23,0.821,header,BE A POPULAR CARD MEMBER
X51005605333.jpg,24,0.857,header,AND ENJOY SPECIAL DISCOUNTS
X51005605333.jpg,25,0.893,footer,THANK YOU. PLEASE COME AGAIN.
X51005605333.jpg,26,0.929,header,www.popular.com.my
X51005605333.jpg,27,0.964,header,Buy Chinese books online
X51005605333.jpg,28,1.0,header,www.popularonline.com. my
X51005605334.jpg,0,0.0,header,POPULAR BOOK
X51005605334.jpg,1,0.038,header,CO. (M) SDN BHD
X51005605334.jpg,2,0.077,header,(Co. No. 113825-W)
X51005605334.jpg,3,0.115,summary,(GST Reg No. 001492992000)
X51005605334.jpg,4,0.154,header,"No 8, Jalan 7/ll8B, Desa Tun Razak"
X51005605334.jpg,5,0.192,header,"56000 Kuala Lumpur, Malaysia"
X51005605334.jpg,6,0.231,header,SUNWAY VELOCITY
